director,TV-MA,TV-14,PG-13,PG,R,TV-PG,G,TV-Y,TV-Y7,TV-G
Antonio Campos,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Sharan Sharma,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tyler Spindel,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vicky Wight,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marc Meyers,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Franziska Meyer Price,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Steven Rinella,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Laura Terruso,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Martín Sastre,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Franck Nataf,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Savage Steve Holland,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
Mike Doyle,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Darren Grant,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Steve Ball,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Joseph Ruben,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Colin Minihan,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Regina Welker,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Nina Wels,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Honey Trehan,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Katleho Ramaphakela,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rethabile Ramaphakela,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ariel Boles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Álvaro Delgado-Aparicio L.,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Venkatesh Maha,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aniedi Anwah,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mickey Fonseca,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Matias Mariani,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jan Komasa,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ben Kasulke,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gagan Puri,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Teddy Chan,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bhavin Wadia,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tony Bancroft,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Scott Christian Sava,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Tope Alake,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fernando González Molina,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Yuki Tanada,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ahn Byoung-wook,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Sibusiso Khuzwayo,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Wilson Yip,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dave Skinner,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Freddie Waters,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Denis Do,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Toka McBaror,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tunde Apalowo,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Peter Sullivan,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Axelle Laffont,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Moses Inwang,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Daniel Oriahi,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Stefano Mordini,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hayden Guppy,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
André Odendaal,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Johan Vorster,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Amro Salah,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gina Prince-Bythewood,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Wouter Bouvijn,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bryn Evans,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Cristina Costantini,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kareem Tabsch,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hannah Fidell,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Chris Renaud,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Kyle Balda,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Coodie,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chike,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sachin Kundalkar,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Puri Jagannadh,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vishal Mahadkar,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Karan Johar,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zoya Akhtar,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Anthony D'Souza,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Soumendra Padhi,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fuwad Khan,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Nishikant Kamat,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Krish,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kabir Sadanand,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rachit Kusonkoonsiri,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shoojit Sircar,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Omung Kumar,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Satish Rajwade,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Umesh Shukla,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Devika Bhagat,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Takashi Doscher,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shubham Singh,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Abbas Alibhai Burmawalla,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mastan Alibhai Burmawalla,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Luv Ranjan,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vikas Bahl,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Neeraj Pandey,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Aanand Rai,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gurmmeet Singh,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LP,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rako Prijanto,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Raoul Peck,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shirley Frimpong-Manso,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fabio Ock,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Joana Mazzucchelli,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sabina Fedeli,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Anna Migotto,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kyran Kelly,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Salvador Calvo,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cem Yılmaz,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Barry Avrich,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bruce Beresford,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Matthew Vaughn,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Michael Duggan,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Paul Verhoeven,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Younuts!,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Troy Miller,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Obi Emelonye,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rako Prijanto,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Daniel Effiong,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rachel Griffiths,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
David Dobkin,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oluseyi Asurf,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Eduardo Roy Jr.,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Abhijit Panse,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ravikanth Perepu,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sooraj R. Barjatya,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Anvita Dutt,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gaspar Antillo,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Eric Notarnicola,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Musthafa,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ishaya Bako,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Kate Mulleavy,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Laura Mulleavy,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Akhigbe Ilozobhie,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Apurva Dhar Badgaiyann,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Youssef Chahine,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Elissa Down,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Guillaume Pierret,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ozan Açıktan,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Olivier Assayas,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Junichi Sato,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Tomotaka Shibayama,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Eduardo Roy Jr.,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Manatsanun Phanlerdwongsakul,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Georges Hachem,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Peter Lepeniotis,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Jim Hosking,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Paco Aguilar,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Greg McLean,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Juan José Campanella,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Adrian Teh,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Ishaya Bako,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
A. Raajdheep,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pidi Baiq,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nicholas Kharkongor,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Michael McKay,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kitaro Kosaka,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Ali F. Mostafa,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ayman Makram,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
George Gallo,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Ry Russo-Young,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Barbara Białowąs,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tomasz Mandes,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Akhil Paul,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Anas Khan,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kanika Batra,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Michael Cristofer,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Mohamed Khan,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Adriana Trigiani,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Anurag Kashyap,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Moses Inwang,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Phil Sgriccia,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Olivier Megaton,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andaç Haznedaroğlu,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Murat Kepez,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ahmed Nader Galal,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Greta Gerwig,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Wael Ehsan,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Inas El-Degheidy,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sameh Abdulaziz,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Khaled Marei,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wael Ihsan,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Izidore K. Musallam,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Sherif Arafa,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Yasir Al Yasiri,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Safdar Rahman,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tomas Brickhill,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Hani Al-Shaibani,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Mamoru Hosoda,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
James Franco,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Niall Johnson,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Michael Damian,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ahmed Zain,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Angshuman Ghosh,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ahmed Zein,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alejandro Montiel,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fernando Frías de la Parra,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Madeleine Parry,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Yu Yang,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jesse Warn,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Josh Safdie,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Benny Safdie,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Angga Dwimas Sasongko,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
Hiromasa Yonebayashi,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Yoshiyuki Momose,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Akihiko Yamashita,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Michael Showalter,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Norm Hiscock,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gary Howsam,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mike Smith,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
John Paul Tremblay,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Robb Wells,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Almunsif Alsuwaisi,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andrés Feddersen,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Samir Al Asfory,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hassan AbdulSalam,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Houssam El-Din Mustafa,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Muhammad Fadl,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Hany Motawie,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Lonzo Nzekwe,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alex Timbers,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Sam Wrench,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Rebecca Johnson,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ava DuVernay,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Carlos Morett,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Megha Ramaswamy,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Saeed Hamed,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Ahmed Al-Badry,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ali Ragab,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ahmad El-Badri,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Ahmad El-Badri,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Marcus Raboy,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Haifaa Al-Mansour,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Wael Ihsan,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Ekene Som Mekwunye,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mohammed Alhmly,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lucien Bourjeily,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Laura Mañá,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sivaroj Kongsakul,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Salmeen AlMurry Amer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Mohit Suri,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Adekunle Nodash Adejuyigbe,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sadeq Behbehani,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Dylan Mohan Gray,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hussein El Ansary,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Claire Scanlon,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vipul Amrutlal Shah,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Donick Cary,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Will Forbes,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Francesco Amato,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Damien Chazelle,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Houda Benyamina,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Laïla Marrakchi,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alan Poul,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S.A. Zaidi,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hamad AlSarraf,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
He Xiaofeng,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rano Karno,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
Nadia Hallgren,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Joe DeMaio,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Aaron Woodley,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Lucas Margutti,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
Ashok Nanda,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hernán Guerschuny,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alex Ranarivelo,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fernando Ayllón,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shaun Paul Piccinino,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Seth Barrish,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brett Hedlund,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Joe Robert Cole,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Michelle Esrick,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Olivier Abbou,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Craig Freimond,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shirish Kunder,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mysskin,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alice Wu,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bobby Farrelly,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Peter Farrelly,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Dennie Gordon,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Michael M. Scott,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bruno Garotti,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Sion Sono,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
David Chuang,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chen Kuan-chung,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Yılmaz Erdoğan,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Omoni Oboli,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Saravana Rajan,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sırrı Süreyya Önder,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sermiyan Midyat,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
